Name,Season,Height,Weight,Position,School,Class,RSCI,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,ORTG,DRTG,AST/TOV,NBA GP,NBA MPG,NBA WS,NBA WSP48,NBA BPM,NBA VORP,NBA PLUSMINUS
Daniel Orton,2009-10,82,269,PF/C,Kentucky,1,18.0,38,0,502,,0.5329999999999999,0.527,0.022,0.6920000000000001,135.0,10.3,16.3,13.5,5.0,2.4,10.6,23.9,15.0,0.3,1.3,1.7,0.135,,,,,,0.39,51,10.6,1.0,.093,-3.5,-0.2,-5.6
Elliot Williams,2009-10,76,180,SG,Memphis,2,77.0,34,34,1133,,0.599,0.536,0.423,0.66,598.0,2.7,11.3,7.1,24.0,2.4,0.4,16.4,27.7,4.1,1.5,5.6,0.197,,,,,,1.28,109,13.5,0.7,.024,-4.9,-1.1,-5.0
Armon Johnson,2009-10,75,190,PG/SG,Nevada,3,,34,34,1172,,0.537,0.515,0.161,0.267,574.0,2.6,8.0,5.5,30.4,1.4,0.9,18.6,25.7,2.5,0.5,3.0,0.104,,,,,,1.66,47,8.5,-0.1,-0.015,-4.1,-0.2,-3.4
Craig Brackins,2009-10,82,229,PF,Iowa State,3,30.0,32,32,1124,,0.498,0.45,0.19,0.337,508.0,6.6,19.4,13.2,13.1,1.3,3.3,11.4,26.1,2.2,1.8,4.0,0.14300000000000002,,,,,,1.01,17,7.1,-0.2,-0.089,-9.9,-0.2,-32.8
Gani Lawal,2009-10,81,233,PF,Georgia Tech,3,19.0,36,36,930,,0.547,0.529,0.003,0.6829999999999999,435.0,13.0,21.7,17.6,3.4,1.0,5.6,15.3,26.1,1.9,2.2,4.1,0.177,,,,,,0.19,1,2.0,0.0,-0.009,-15.0,0.0,-65.9
Dominique Jones,2009-10,76,216,SG,South Florida,3,,33,33,1224,,0.562,0.503,0.339,0.5720000000000001,669.0,3.6,14.9,9.4,24.4,2.8,1.6,13.4,30.8,4.3,1.9,6.2,0.204,,,,,,1.24,80,9.3,0.3,.017,-2.4,-0.1,-10.1
Eric Bledsoe,2009-10,73,192,PG/SG,Kentucky,1,68.0,37,35,1122,,0.5660000000000001,0.54,0.41,0.394,405.0,1.9,8.5,5.5,16.8,2.6,1.1,23.2,20.4,1.5,2.1,3.5,0.126,,,,,,0.96,675,27.9,43.6,.111,1.8,18.1,+3.0
Larry Sanders,2009-10,82,222,PF/C,VCU,3,354.0,35,32,941,,0.563,0.54,0.044,0.455,472.0,12.9,24.9,19.0,7.7,1.6,9.1,11.5,26.7,3.2,2.2,5.4,0.228,,,,,,0.59,0,0,0,0,0,0,0
Damion James,2009-10,79,227,SF,Texas,4,17.0,34,34,1029,,0.578,0.544,0.224,0.5489999999999999,564.0,11.0,23.9,17.6,6.1,3.0,3.6,11.6,26.3,3.8,2.7,6.5,0.252,,,,,,0.48,39,16.0,0.0,-0.001,-3.7,-0.3,+2.6
Stanley Robinson,2009-10,80,213,SF,UConn,4,18.0,34,34,1163,,0.57,0.5589999999999999,0.204,0.251,442.0,8.9,14.6,11.9,6.6,1.5,3.2,15.1,21.5,2.4,1.8,4.2,0.14300000000000002,,,,,,0.44,0,0,0,0,0,0,0
Willie Warren,2009-10,76,208,PG/SG,Oklahoma,2,11.0,21,19,678,,0.5670000000000001,0.5,0.401,0.525,344.0,2.3,9.5,5.9,27.8,1.8,0.2,20.9,28.7,1.4,0.2,1.7,0.099,,,,,,1.07,19,7.1,0.2,.065,-2.7,0.0,+11.5
Lance Stephenson,2009-10,78,227,SG,Cincinnati,1,9.0,34,32,960,,0.493,0.462,0.198,0.32299999999999995,413.0,7.3,14.0,10.6,19.1,1.9,0.7,16.0,26.2,1.4,1.3,2.8,0.116,,,,,,1.04,508,23.4,16.7,.068,-1.2,2.5,-0.7
Quincy Pondexter,2009-10,79,215,SF,Washington,4,31.0,36,36,1162,,0.608,0.547,0.11,0.487,653.0,10.3,15.0,12.7,11.2,2.2,1.8,10.6,25.6,5.2,2.0,7.3,0.25,,,,,,0.93,355,15.6,9.7,.084,-1.8,0.3,-4.3
Jordan Crawford,2009-10,76,198,SG,Xavier,2,,35,34,1147,,0.564,0.532,0.359,0.274,654.0,3.4,12.0,7.9,20.1,2.4,0.6,11.8,30.8,4.1,1.8,5.9,0.207,,,,,,1.19,281,24.4,6.3,.044,-1.3,1.3,-6.0
Trevor Booker,2009-10,79,236,PF,Clemson,4,252.0,32,32,984,,0.5489999999999999,0.5329999999999999,0.094,0.474,482.0,10.1,20.4,15.2,17.4,2.5,4.6,12.3,24.6,3.0,2.5,5.5,0.223,,,,,,1.31,532,20.4,26.2,.116,-0.5,4.2,-1.3
Dwayne Collins,2009-10,80,241,PF,Miami,4,113.0,29,28,716,,0.602,0.604,0.0,0.755,338.0,14.3,22.0,18.3,10.3,1.4,5.0,19.8,25.4,1.9,1.4,3.3,0.184,,,,,,0.48,0,0,0,0,0,0,0
Lazar Hayward,2009-10,78,226,SF,Marquette,4,75.0,34,34,1097,,0.536,0.495,0.362,0.247,563.0,8.2,21.3,14.7,11.2,3.6,1.7,10.4,31.6,3.2,2.2,5.4,0.198,,,,,,0.78,72,8.2,0.2,.020,-4.2,-0.3,-13.9
Tiny Gallon,2009-10,81,296,PF,Oklahoma,1,,30,21,720,,0.584,0.556,0.076,0.399,308.0,13.1,25.2,19.1,7.5,1.7,3.3,20.9,23.7,1.4,0.8,2.2,0.12,,,,,,0.34,0,0,0,0,0,0,0
Jerome Jordan,2009-10,85,244,C,Tulsa,4,311.0,35,35,1043,,0.595,0.5489999999999999,0.0,0.746,511.0,9.6,24.0,17.2,9.8,0.9,7.5,14.8,26.0,3.4,2.3,5.6,0.217,,,,,,0.56,65,7.6,1.7,.168,-1.0,0.1,-5.0
Solomon Alabi,2009-10,85,237,C,Florida State,2,24.0,32,32,820,,0.596,0.534,0.0,0.546,343.0,11.6,15.7,13.8,4.4,1.4,10.4,16.3,22.8,2.2,2.1,4.3,0.21,,,,,,0.26,26,7.0,0.0,.010,-4.4,-0.1,+0.3
DaSean Butler,2009-10,79,225,SF,West Virginia,4,,38,38,1360,,0.541,0.483,0.394,0.423,616.0,5.0,15.4,10.0,19.2,1.7,1.3,10.1,25.0,5.0,2.1,7.1,0.209,,,,,,1.75,0,0,0,0,0,0,0
Greivis Vasquez,2009-10,78,211,PG/SG,Maryland,4,43.0,33,32,1120,,0.5489999999999999,0.496,0.374,0.314,671.0,3.8,10.2,7.2,35.2,2.8,1.0,15.8,30.2,4.0,1.9,5.8,0.208,,,,,,1.87,401,23.7,12.6,.064,-1.2,1.9,+1.2
Manny Harris,2009-10,77,185,SG,Michigan,3,,31,30,1120,,0.54,0.477,0.363,0.442,563.0,6.1,14.7,10.2,27.7,3.2,1.1,14.5,30.1,3.2,2.0,5.2,0.18600000000000005,,,,,,1.43,93,17.1,0.1,.004,-3.3,-0.5,-3.9
Mikhail Torrance,2009-10,77,209,PG/SG,Alabama,4,131.0,32,28,1043,,0.594,0.526,0.314,0.45,505.0,1.1,11.9,6.6,33.6,1.5,0.8,17.0,24.9,3.6,1.2,4.9,0.187,,,,,,1.88,0,0,0,0,0,0,0
Mac Koshwal,2009-10,81,250,PF,DePaul,3,20.0,19,16,663,,0.551,0.544,0.0,0.482,295.0,11.9,21.0,16.2,15.4,3.3,2.8,18.0,27.3,1.2,1.1,2.2,0.136,,,,,,0.62,0,0,0,0,0,0,0
Jarvis Varnado,2009-10,81,210,PF,Mississippi State,4,57.0,36,36,1141,,0.597,0.5820000000000001,0.0,0.665,477.0,10.6,22.9,17.2,6.2,1.2,14.2,14.6,21.6,3.1,3.2,6.3,0.221,,,,,,0.45,37,10.7,0.7,.089,-3.3,-0.1,-11.2
Art Parakhouski,2009-10,83,268,C,Radford,4,,31,30,1076,,0.586,0.585,0.028,0.6579999999999999,598.0,15.6,23.6,19.7,7.3,1.0,6.0,11.7,28.0,3.9,2.5,6.3,0.236,,,,,,0.44,0,0,0,0,0,0,0
Matt Bouldin,2009-10,77,214,PG/SG,Gonzaga,4,53.0,33,33,1176,,0.589,0.529,0.426,0.404,512.0,1.6,12.5,7.4,21.5,2.3,0.5,14.7,21.9,3.5,1.9,5.5,0.18600000000000005,,,,,,1.76,0,0,0,0,0,0,0
Samardo Samuels,2009-10,80,245,PF,Louisville,2,4.0,33,33,968,,0.5760000000000001,0.524,0.0,0.649,478.0,12.2,14.7,13.4,8.5,1.2,4.1,15.7,26.2,3.0,1.1,4.1,0.17,,,,,,0.48,109,15.8,0.6,.018,-5.6,-1.6,-0.2
Darington Hobson,2009-10,78,204,SF,New Mexico,3,,35,35,1175,,0.52,0.484,0.246,0.453,588.0,6.9,24.6,15.5,29.3,2.2,1.6,16.3,26.9,3.0,2.2,5.2,0.17800000000000002,,,,,,1.54,5,7.8,-0.2,-0.225,-13.0,-0.1,+10.5
Denis Clemente,2009-10,72,175,PG,Kansas State,4,92.0,37,37,1284,,0.52,0.489,0.49,0.253,594.0,2.0,5.6,3.8,24.6,1.8,0.3,10.9,23.9,3.8,1.4,5.2,0.163,,,,,,2.14,0,0,0,0,0,0,0
Marquis Gilstrap,2009-10,79,215,SF,Iowa State,4,,32,32,1029,,0.53,0.493,0.306,0.438,456.0,9.5,21.6,15.7,9.1,1.6,2.8,16.2,25.6,1.8,1.8,3.6,0.139,,,,,,0.52,0,0,0,0,0,0,0
Hamady Ndiaye,2009-10,84,240,C,Rutgers,4,69.0,32,25,907,,0.594,0.579,0.0,0.609,281.0,9.4,17.4,13.5,3.3,0.8,14.5,15.6,16.6,1.7,1.3,3.0,0.133,,,,,,0.3,33,4.8,0.0,.013,-7.3,-0.2,-13.1
Charles Garcia,2009-10,81,232,SF/PF,Seattle,3,,31,23,806,,0.532,0.49,0.117,0.758,,9.7,25.0,16.8,8.4,0.9,2.9,18.5,35.0,,,,,,,,,,0.26,0,0,0,0,0,0,0
Landon Milbourne,2009-10,79,207,SF,Maryland,4,106.0,33,33,978,,0.5429999999999999,0.515,0.111,0.27,376.0,7.2,10.2,8.8,4.6,2.2,3.8,11.1,21.4,2.0,1.6,3.6,0.149,,,,,,0.52,0,0,0,0,0,0,0
Luke Harangody,2009-10,79,240,SF/PF,Notre Dame,4,89.0,30,25,989,,0.552,0.506,0.16,0.35100000000000003,573.0,8.3,24.2,16.4,11.8,0.9,2.1,8.4,34.6,4.0,1.0,5.1,0.205,,,,,,0.87,70,12.4,0.9,.048,-3.5,-0.3,-3.8
Sherron Collins,2009-10,71,217,PG,Kansas,4,16.0,36,36,1187,,0.5589999999999999,0.507,0.435,0.318,552.0,0.8,5.6,3.4,24.4,1.9,0.2,14.5,23.8,3.7,1.7,5.4,0.181,,,,,,1.89,20,3.3,-0.2,-0.121,-8.0,-0.1,-10.9
Andy Rautins,2009-10,77,192,SG,Syracuse,4,,35,35,1137,,0.632,0.603,0.8109999999999999,0.273,441.0,2.0,8.8,5.8,23.9,3.4,0.8,22.6,18.4,2.9,2.1,4.9,0.173,,,,,,1.74,5,4.8,-0.2,-0.314,-13.2,-0.1,-22.9
AJ Ogilvy,2009-10,82,250,C,Vanderbilt,3,,33,28,764,,0.579,0.509,0.0,0.7709999999999999,421.0,10.5,18.6,14.9,8.2,2.5,6.1,14.0,28.6,2.6,1.7,4.3,0.224,,,,,,0.47,0,0,0,0,0,0,0
Dexter Pittman,2009-10,83,303,C,Texas,4,118.0,34,34,648,,0.638,0.654,0.0,0.631,333.0,16.6,15.3,15.9,5.1,1.0,8.9,17.7,23.6,2.1,1.3,3.4,0.213,,,,,,0.28,50,6.9,0.5,.068,-7.7,-0.5,-7.6
Derrick Caracter,2009-10,81,280,PF,UTEP,3,24.0,27,22,720,,0.598,0.575,0.057,0.456,360.0,12.0,21.7,17.1,9.0,2.1,3.6,19.5,27.4,1.6,1.8,3.4,0.191,,,,,,0.39,0,0,0,0,0,0,0
Jerome Dyson,2009-10,75,180,SG,UConn,4,45.0,34,34,1143,,0.486,0.431,0.275,0.4370000000000001,581.0,3.3,9.9,6.8,28.1,2.3,1.7,18.0,31.5,1.5,1.6,3.1,0.109,,,,,,1.09,9,20.0,0.1,.026,-3.6,-0.1,+6.1
Kevin Palmer,2009-10,78,205,SF,Texas A&M Corpus Christi,4,,32,32,1053,,0.5770000000000001,0.522,0.363,0.523,593.0,6.5,13.0,9.9,20.7,4.3,1.0,20.3,32.6,2.7,2.0,4.8,0.181,,,,,,0.63,0,0,0,0,0,0,0
Magnum Rolle,2009-10,82,220,SF/PF,Louisiana Tech,4,17.0,34,33,1025,,0.541,0.514,0.0,0.383,461.0,13.2,18.3,15.7,5.9,1.5,7.0,13.3,24.2,2.6,1.6,4.2,0.16399999999999998,,,,,,0.42,0,0,0,0,0,0,0
JP Prince,2009-10,79,205,SG,Tennessee,4,25.0,37,31,922,,0.5760000000000001,0.552,0.13699999999999998,0.574,383.0,5.5,11.1,8.3,23.4,3.5,2.3,21.9,21.6,1.7,2.0,3.7,0.162,,,,,,1.27,0,0,0,0,0,0,0
Theo Robertson,2009-10,78,220,SG/SF,California,4,,29,28,983,,0.63,0.5870000000000001,0.391,0.435,387.0,4.3,11.9,8.2,12.2,1.1,0.4,14.8,19.7,3.0,1.0,4.1,0.165,,,,,,1.16,0,0,0,0,0,0,0
Ben Uzoh,2009-10,75,200,PG/SG,Tulsa,4,169.0,35,35,1202,,0.561,0.517,0.355,0.38,550.0,3.4,11.5,7.7,29.8,1.7,2.1,14.4,23.5,3.7,1.8,5.5,0.182,,,,,,2.04,60,13.5,0.7,.044,-0.8,0.3,+1.4
Ryan Thompson,2009-10,78,210,SG/SF,Rider,4,,33,33,1209,,0.555,0.479,0.355,0.525,550.0,4.1,11.2,7.5,16.2,1.8,1.0,12.2,24.2,3.3,1.1,4.4,0.145,,,,,,1.28,0,0,0,0,0,0,0
Deon Thompson,2009-10,80,240,PF,UNC,4,50.0,37,37,994,,0.524,0.484,0.005,0.41,467.0,11.2,14.3,12.7,6.5,2.2,3.5,11.8,25.3,2.3,1.6,3.9,0.157,,,,,,0.48,0,0,0,0,0,0,0
Tommy Mason-Griffin,2009-10,70,203,PG,Oklahoma,1,32.0,31,27,1107,,0.531,0.493,0.447,0.247,462.0,1.5,7.8,4.6,29.0,1.5,0.0,17.4,23.0,2.1,0.2,2.3,0.085,,,,,,1.77,0,0,0,0,0,0,0
Jon Scheyer,2009-10,78,180,PG/SG,Duke,4,42.0,40,40,1470,,0.5720000000000001,0.503,0.54,0.416,724.0,2.4,8.5,5.5,25.8,2.7,0.7,9.3,23.5,6.9,2.8,9.7,0.265,,,,,,2.98,0,0,0,0,0,0,0
Edwin Ubiles,2009-10,78,198,SG,Siena,4,201.0,30,28,926,,0.525,0.509,0.183,0.206,415.0,3.7,9.6,6.6,15.2,2.0,0.7,11.7,25.8,1.9,1.6,3.5,0.149,,,,,,1.16,4,13.0,0.0,-0.026,-3.9,0.0,-15.0
Tyren Johnson,2009-10,80,204,SF,Louisiana Lafayette,4,,30,29,1082,,0.563,0.537,0.202,0.34600000000000003,533.0,6.6,19.9,13.3,21.3,3.0,4.5,18.4,28.0,2.5,2.0,4.4,0.163,,,,,,0.92,0,0,0,0,0,0,0
DeShawn Sims,2009-10,80,230,SF/PF,Michigan,4,30.0,32,32,1026,,0.536,0.516,0.166,0.251,482.0,11.4,17.8,14.5,8.3,2.2,2.3,8.8,29.6,2.8,1.8,4.6,0.179,,,,,,0.62,0,0,0,0,0,0,0
Sylven Landesberg,2009-10,78,210,SG,Virginia,2,35.0,27,27,868,,0.529,0.473,0.16,0.365,443.0,5.0,13.2,9.1,22.4,1.5,1.0,12.2,31.4,2.3,1.1,3.4,0.157,,,,,,1.26,0,0,0,0,0,0,0
Wayne Chism,2009-10,80,246,PF,Tennessee,4,41.0,37,36,998,,0.5529999999999999,0.514,0.298,0.342,435.0,8.4,21.2,14.9,8.0,2.4,5.7,12.5,23.6,2.5,2.5,5.0,0.199,,,,,,0.67,0,0,0,0,0,0,0
Marqus Blakely,2009-10,77,225,SF,Vermont,4,,35,35,1180,,0.5870000000000001,0.5429999999999999,0.04,0.812,631.0,11.3,19.7,15.7,26.2,4.3,5.8,19.0,27.0,3.9,3.2,7.1,0.24,,,,,,1.07,0,0,0,0,0,0,0
Jerome Randle,2009-10,70,165,PG,California,4,138.0,35,35,1224,,0.613,0.557,0.496,0.324,626.0,1.4,5.5,3.5,23.8,1.3,0.0,18.8,26.9,4.1,0.9,5.0,0.163,,,,,,1.22,0,0,0,0,0,0,0
Raymar Morgan,2009-10,79,210,SF,Michigan State,4,34.0,36,33,979,,0.569,0.5379999999999999,0.058,0.481,391.0,9.6,16.8,13.3,12.9,2.4,2.9,16.2,22.0,2.4,1.9,4.3,0.174,,,,,,0.91,0,0,0,0,0,0,0
Aubrey Coleman,2009-10,75,210,SG,Houston,4,,35,35,1293,,0.516,0.461,0.225,0.445,850.0,6.4,15.6,10.6,15.7,4.0,0.5,8.5,35.0,4.5,1.7,6.2,0.192,,,,,,1.11,0,0,0,0,0,0,0
Landry Fields,2009-10,79,210,SF,Stanford,4,245.0,32,32,1161,,0.56,0.519,0.17,0.508,673.0,7.9,20.6,14.1,19.5,2.6,2.3,11.7,31.5,4.2,1.8,6.0,0.206,,,,,,1.07,255,23.6,10.5,.084,-0.3,2.6,+2.2
Marcus Johnson,2009-10,78,210,SG,USC,4,68.0,28,26,888,,0.428,0.411,0.14,0.325,260.0,3.5,13.8,8.8,11.3,3.0,1.6,20.6,23.9,-0.9,2.2,1.3,0.058,,,,,,0.53,0,0,0,0,0,0,0
Omar Samhan,2009-10,82,265,C,Saint Mary's,4,399.0,34,34,1098,,0.589,0.5529999999999999,0.002,0.431,663.0,13.7,24.6,19.6,7.1,0.8,8.0,10.5,32.2,5.0,2.3,7.3,0.267,,,,,,0.47,0,0,0,0,0,0,0
Dominique Archie,2009-10,79,200,SF,South Carolina,4,136.0,5,5,126,,0.649,0.6,0.289,0.489,69.0,9.5,16.5,12.8,11.8,4.0,3.0,15.3,24.6,0.5,0.2,0.8,0.245,,,,,,0.7,0,0,0,0,0,0,0
Patrick Christopher,2009-10,77,210,SG/SF,California,4,58.0,35,35,1209,,0.545,0.51,0.376,0.204,511.0,5.1,13.3,9.3,11.3,2.7,0.3,9.1,23.0,3.5,1.7,5.2,0.173,,,,,,1.42,4,7.3,-0.1,-0.150,-15.0,-0.1,-29.0
Scottie Reynolds,2009-10,73,185,PG,Villanova,4,51.0,33,32,1000,,0.611,0.544,0.452,0.515,567.0,1.9,7.8,5.0,21.8,2.8,0.5,15.0,27.3,4.2,1.0,5.2,0.208,,,,,,1.24,0,0,0,0,0,0,0
Derrick Williams,2010-11,80,248,SF/PF,Arizona,2,94.0,38,38,1141,32.8,0.69,0.65,0.195,0.871,675.0,11.8,21.9,17.0,8.7,1.9,2.3,15.7,28.9,6.0,1.9,7.9,0.279,9.6,2.5,12.1,128.8,97.3,0.43,428,20.7,14.1,.076,-1.6,0.8,-5.4
Kyrie Irving,2010-11,75,191,PG,Duke,1,2.0,11,8,303,32.5,0.6970000000000001,0.615,0.375,0.6829999999999999,189.0,2.3,10.6,6.7,29.8,3.0,1.8,16.4,26.4,1.8,0.6,2.4,0.32,9.8,5.0,14.8,135.1,92.7,1.74,559,33.9,65.7,.167,4.6,31.2,+3.4
Brandon Knight,2010-11,75,177,PG/SG,Kentucky,1,5.0,38,38,1363,19.3,0.5529999999999999,0.508,0.45,0.333,652.0,2.2,10.2,6.3,23.4,1.1,0.6,16.8,27.0,3.6,1.8,5.3,0.157,4.5,0.9,5.5,109.9,101.5,1.32,446,29.5,11.5,.042,-1.6,1.5,-1.6
Tristan Thompson,2010-11,81,227,PF,Texas,1,273.0,33,31,1056,22.9,0.639,0.555,0.459,0.735,537.0,1.9,9.3,5.9,11.7,1.3,0.4,13.8,26.0,4.2,0.8,5.0,0.19,5.0,-1.7,3.3,123.5,106.9,0.8,655,27.8,45.1,.119,-1.6,1.8,-0.9
Alec Burks,2010-11,78,193,PG/SG,Colorado,2,194.0,38,37,1193,29.4,0.574,0.495,0.179,0.564,771.0,9.2,14.8,12.1,19.6,2.0,1.0,12.7,32.3,5.6,1.0,6.6,0.221,8.0,0.0,8.1,120.2,106.0,1.13,529,22.1,19.1,.078,-0.9,3.2,-2.5
Klay Thompson,2010-11,79,206,SG/SF,Washington State,3,42.0,34,33,1179,26.1,0.574,0.525,0.446,0.336,694.0,2.6,14.0,8.6,25.0,2.8,3.1,15.3,32.8,3.7,2.2,5.8,0.198,6.8,3.0,9.8,109.8,95.8,1.1,615,33.1,46.8,.110,0.7,14.2,+6.8
Kemba Walker,2010-11,73,184,PG,UConn,3,12.0,41,41,1543,29.9,0.5429999999999999,0.478,0.307,0.426,930.0,3.9,11.5,7.9,28.0,3.1,0.5,9.5,32.4,7.3,2.4,9.7,0.251,9.2,3.9,13.1,121.2,98.9,1.98,688,33.7,55.8,.116,2.9,28.4,+5.0
Kawhi Leonard,2010-11,79,227,SF,San Diego State,2,57.0,36,36,1172,26.5,0.512,0.471,0.181,0.305,567.0,11.4,26.2,19.0,16.0,2.7,1.9,12.3,27.6,3.6,3.2,6.8,0.231,5.3,3.9,9.2,112.5,86.3,1.2,562,31.2,81.2,.222,6.8,39.1,+5.8
Marcus Morris,2010-11,80,230,SF/PF,Kansas,3,113.0,38,35,1076,29.3,0.625,0.601,0.181,0.511,600.0,11.5,19.0,15.5,11.4,1.7,2.4,11.4,26.9,4.9,2.3,7.2,0.269,8.0,2.9,10.9,126.5,92.5,0.93,643,26.9,32.3,.090,-0.5,6.3,-0.5
Markieff Morris,2010-11,81,241,PF,Kansas,3,118.0,38,34,926,29.1,0.642,0.627,0.17800000000000002,0.462,485.0,13.9,24.7,19.7,11.0,1.9,4.9,16.2,25.5,3.6,2.4,6.0,0.257,6.7,3.6,10.3,121.5,88.1,0.68,678,25.1,26.6,.075,-1.3,2.9,-0.4
Jordan Hamilton,2010-11,80,228,SG/SF,Texas,2,7.0,36,36,1159,25.6,0.55,0.522,0.424,0.221,612.0,7.0,18.5,12.9,14.6,1.6,1.8,11.2,29.1,4.0,2.7,6.7,0.231,8.3,3.1,11.4,115.5,90.6,0.99,151,13.9,3.0,.069,-0.1,1.0,-6.1
Tobias Harris,2010-11,80,223,SF/PF,Tennessee,1,6.0,34,33,993,23.8,0.54,0.489,0.189,0.423,476.0,7.5,20.6,14.0,10.4,1.4,3.4,11.4,27.2,2.9,1.5,4.4,0.177,5.5,1.8,7.3,112.7,98.8,0.71,659,31.1,50.9,.119,1.1,16.1,-0.2
Tyler Honeycutt,2010-11,80,187,SG/SF,UCLA,2,31.0,33,33,1154,17.4,0.519,0.483,0.428,0.299,415.0,5.3,17.8,11.9,16.8,1.5,5.5,19.8,22.3,1.2,2.1,3.3,0.115,3.6,3.5,7.1,99.7,96.3,0.93,24,5.0,-0.1,-0.049,-5.1,-0.1,-2.9
Chris Singleton,2010-11,81,230,SF/PF,Florida State,3,17.0,28,25,814,21.9,0.531,0.495,0.332,0.441,344.0,8.2,17.0,12.8,8.9,3.9,5.9,15.0,24.5,1.5,2.4,3.9,0.191,3.3,5.6,9.0,105.6,84.2,0.54,148,17.6,2.3,.042,-3.2,-0.8,-0.8
Marshon Brooks,2010-11,77,195,SG,Providence,4,297.0,32,31,1168,28.8,0.584,0.542,0.345,0.384,720.0,6.3,14.2,10.2,16.0,2.3,3.0,12.7,30.6,4.8,1.2,5.9,0.203,8.8,1.5,10.3,118.3,104.4,0.82,200,17.3,3.3,.046,-1.6,0.4,-5.3
Trey Thompkins,2010-11,82,239,PF,Georgia,3,76.0,30,29,937,24.2,0.536,0.51,0.184,0.295,433.0,7.3,20.4,14.2,11.1,2.2,5.7,14.2,29.9,1.9,2.0,3.8,0.16399999999999998,3.9,2.9,6.8,104.3,93.0,0.55,24,5.0,0.0,.004,-5.7,-0.1,-29.5
Kenneth Faried,2010-11,79,225,PF,Morehead State,4,,35,34,1216,34.7,0.619,0.623,0.0,0.644,588.0,20.0,31.4,25.6,7.4,3.4,8.8,15.8,24.5,4.7,3.6,8.3,0.272,6.2,2.3,8.5,121.0,84.0,0.4,478,24.5,38.8,.159,0.5,7.5,-0.4
Darius Morris,2010-11,76,190,PG,Michigan,2,100.0,35,34,1219,22.7,0.545,0.509,0.156,0.3670000000000001,609.0,3.2,10.8,7.0,44.2,1.9,0.1,17.6,27.3,3.8,1.5,5.3,0.173,4.5,1.8,6.3,111.4,102.1,2.28,132,11.1,-0.3,-0.010,-5.1,-1.2,-6.6
JaJuan Johnson,2010-11,82,220,PF,Purdue,4,43.0,34,33,1203,28.8,0.564,0.509,0.098,0.402,617.0,7.9,20.2,14.1,6.4,1.5,6.7,8.3,29.1,4.3,2.9,7.2,0.238,7.0,3.5,10.5,117.2,90.3,0.59,36,8.3,0.2,.032,-3.9,-0.1,-9.9
Justin Harper,2010-11,81,228,PF,Richmond,4,,37,37,1178,29.0,0.642,0.618,0.375,0.257,561.0,6.5,18.6,12.8,8.9,1.2,4.0,9.8,26.8,4.8,2.3,7.1,0.24,8.2,1.5,9.7,123.6,94.9,0.77,22,6.8,-0.3,-0.093,-8.7,-0.2,-29.3
Nikola Vucevic,2010-11,83,260,C,USC,3,281.0,34,34,1187,27.1,0.578,0.539,0.195,0.383,558.0,9.8,25.6,17.7,11.0,0.9,4.4,10.3,25.5,4.2,2.4,6.6,0.221,6.7,2.8,9.4,119.0,94.3,0.93,643,30.5,52.7,.129,2.3,21.1,+1.8
Norris Cole,2010-11,73,174,PG,Cleveland State,4,,36,36,1285,30.0,0.5579999999999999,0.483,0.26,0.465,788.0,2.5,16.5,9.5,37.0,3.7,0.3,12.2,32.1,5.6,2.7,8.3,0.258,6.7,3.5,10.2,117.7,92.8,1.97,360,22.3,3.0,.018,-4.1,-4.1,-6.5
Kyle Singler,2010-11,81,228,SF,Duke,4,6.0,37,37,1286,20.0,0.536,0.491,0.379,0.305,598.0,8.0,13.3,10.8,8.8,1.5,0.8,10.7,24.7,3.7,2.5,6.1,0.191,4.6,1.8,6.4,114.8,95.1,0.86,356,21.9,10.0,.062,-2.5,-0.9,-2.4
Shelvin Mack,2010-11,74,205,PG/SG,Butler,3,294.0,38,37,1219,21.0,0.537,0.496,0.499,0.316,593.0,2.6,14.4,8.4,24.9,1.5,0.3,14.1,28.6,3.3,1.6,5.0,0.163,5.6,1.0,6.6,109.9,100.9,1.41,456,18.4,10.3,.059,-1.9,0.1,-1.7
Nolan Smith,2010-11,75,189,PG/SG,Duke,4,22.0,37,37,1259,25.7,0.564,0.508,0.287,0.405,779.0,4.1,10.1,7.2,30.3,2.0,0.2,14.8,30.7,5.1,2.3,7.4,0.234,7.5,2.3,9.9,116.8,96.0,1.6,84,9.9,-0.8,-0.047,-6.0,-0.8,-9.9
Reggie Jackson,2010-11,75,200,PG/SG,Boston College,3,89.0,34,32,1161,26.9,0.618,0.585,0.389,0.315,609.0,3.9,11.3,7.8,29.7,1.9,1.7,13.9,27.2,5.0,0.6,5.6,0.193,8.9,0.9,9.8,122.8,109.8,1.88,605,24.9,31.5,.101,0.4,9.0,+0.9
Chandler Parsons,2010-11,82,221,SF,Florida,4,29.0,36,35,1229,19.7,0.551,0.546,0.362,0.3,440.0,7.3,19.3,13.4,21.6,1.7,1.3,18.0,19.2,2.7,2.2,5.0,0.162,5.1,3.2,8.3,112.4,96.0,1.68,440,30.1,28.9,.105,1.1,10.2,+0.7
